LIDO 20MG/ML + ADR 0.005 MG/ML 20ML,NULL
METRONIDAZOLE 0.75% CREME,NULL
PARACETAMOL 300MG SUPPOSITOIRE,NULL
PARACETAMOL 150MG PDR SOL BUV SACHET,NULL
PARACETAMOL 150MG SUPPOSITOIRE,NULL
PARACETAMOL CODEINE 400MG/20MG CPR,NULL
FLUVASTATINE LP 80MG CPR LP,NULL
CEFTRIAXONE 2G PDR SOL PERF,NULL
CEFTRIAXONE 1G PDR SOL INJ,NULL
PROGESTERONE 200MG CAPSULE MOLLE,NULL
BUPIVACAINE 5MG/ML RACHIANESTHESIE,NULL
FLUOXETINE 20 MG GELULE,NULL
CELIPROLOL 200 MG COMPRIME,NULL
CETHEXONIUM 0.025% COLLYRE,NULL
ACIDE FOLIQUE 5 MG COMPRIME,NULL
CEFATRIZINE 500 MG GELULE,NULL
TICLOPIDINE 250MG COMPRIME,NULL
CEFUROXIME 250MG PDR SOL INJ IM IV,NULL
RALOXIFENE 60 MG COMPRIME,NULL
METHOTREXATE 100MG/ML SOL INJ,NULL
ISOTRETINOINE 5MG CAPSULE MOLLE,NULL
ISOTRETINOINE 10MG CAPSULE MOLLE,NULL
ISOTRETINOINE 20MG CAPSULE MOLLE,NULL
NORADRENALINE 2MG/ML SOL INJ,NULL
CARTEOLOL 1% COLLYRE,NULL
CARTEOLOL 2% COLLYRE,NULL
ORNIDAZOLE 500MG SOL INJ,NULL
ORNIDAZOLE 1G SOL INJ,NULL
PREDNISOLONE 20MG COMPRIME EFF,NULL
METHYLPREDNISOLONE 120MG SOL INJ,NULL
DIOSMINE 600MG PDR SUSP BUV,NULL
HEPTAMINOL 0.305G/ML SOL BUV,NULL
MIDAZOLAM 1MG/ML SOL INJ,NULL
MIDAZOLAM 5MG/ML SOL INJ,NULL
TELMISARTAN 40MG + HCTZ 12.5MG CPR,NULL
TELMISARTAN 80MG + HCTZ 12.5MG CPR,NULL
FLUOXETINE 20MG/5ML SOL BUV,NULL
PROPACETAMOL 1G PDR SOL PERF,NULL
PROPACETAMOL 2G PDR SOL PERF,NULL
CISPLATINE 100MG/100ML SOL INJ,NULL
SALBUTAMOL 5MG/5ML SOL INJ,NULL
VALSARTAN 160MG+ HCTZ 25MG CPR,NULL
ETIDRONATE 400 MG COMPRIME,NULL
CEFOTAXIME 2G PDR INJ,NULL
TELMISARTAN 20 MG COMPRIME,NULL
BISOPROLOL 2.5MG + HCTZ 6.25MG CPR,NULL
BISOPROLOL 5MG + HCTZ 6.25MG CPR,NULL
BISOPROLOL 10MG + HCTZ 6.25MG CPR,NULL
SIMVASTATINE 40 MG COMPRIME,NULL
SIMVASTATINE 5 MG COMPRIME,NULL
DIAZEPAM 10MG/2ML SOL INJ,NULL
TRIHEXYPHENIDYLE 2 MG COMPRIME,NULL
TRIHEXYPHENIDYLE 5 MG COMPRIME,NULL
NORFLOXACINE 400MG COMPRIME,NULL
FLUVOXAMINE 50 GM COMPRIME,NULL
FLUVOXAMINE 100 MG COMPRIME,NULL
METOCLOPRAMIDE 10MG/2ML SOL INJ,NULL
CIPROFIBRATE 100 MG GELULE,NULL
TRAMADOL 37.5MG + PARACETAMOL CPR,NULL
FOLINATE CALCIQUE 100MG PDRE INJ,NULL
FOLINATE CALCIQUE 200MG PDRE INJ,NULL
FOLINATE CALCIQUE 350MG PDRE INJ,NULL
RILMENIDINE 1 MG COMPRIME,NULL
AZATHIOPRINE 50 MG COMPRIME,NULL
PAROXETINE 20 MG COMPRIME,NULL
IPRATROPIUM 0.5MG/2ML SOL INHAL NEBU,NULL
DOPAMINE 50MG/10ML SOL INJ,NULL
FLECAINIDE 100 MG COMPRIME,NULL
LERCANIDIPINE 20 MG COMPRIME,NULL
ACIDE FOLIQUE 0.4 MG COMPRIME,NULL
PHOLCODINE 0.12% SIROP AD,NULL
OFLOXACINE 200 MG COMPRIME,NULL
ALPROSTADIL 0.02MG/ML PDR INJ,NULL
ALPROSTADIL 0.01MG/ML PDR INJ,NULL
ALFA AMYLASE 200 U.CEIP/ML SIROP,NULL
BICLOTYMOL 20 MG PASTILLE,NULL
CLARITHROMYCINE 50MG/ML GRL SOL BUV,NULL
NAPROXENE 250 MG COMPRIME,NULL
NAPROXENE 500 MG COMPRIME,NULL
POVIDONE IODEE 4% SOL MOUSSANTE,NULL
PIPERACILLINE 1G PDRE SOL INJ IM IV,NULL
PIPERACILLINE 2G PDRE SOL INJ IM IV,NULL
PIPERACILLINE 4G PDRE SOL INJ IM IV,NULL
PARACETAMOL CODEINE 500/30MG CPR EFF,NULL
NAPROXENE 550 MG COMPRIME,NULL
CEFTRIAXONE 250MG PDRE SOL INJ,NULL
CEFTRIAXONE 500MG PDRE SOL INJ,NULL
SUFENTANIL 5MCG/ML SOL INJ,NULL
SUFENTANIL 50MCG/ML SOL INJ,NULL
PAMIDRONATE 15MG/1ML SOL INJ PERF,NULL
SUMATRIPTAN 6MG/0.5ML SOL INJ,NULL
LEVODOPA 250MG+CARBIDOPA 25MG CPR,NULL
LEVODOPA 100MG+CARBIDOPA 10MG CPR,NULL
CARBAMAZEPINE 200 MG COMPRIME,NULL
CYPROTERONE 50 MG COMPRIME,NULL
CITALOPRAM 20 MG COMPRIME,NULL
AMISULPRIDE 200 MG COMPRIME,NULL
METOPIMAZINE 7.5MG LYOPHILISAT ORAL,NULL
ZOLPIDEM 10 MG COMPRIME,NULL
DOBUTAMINE 250 MG PDRE INJ,NULL
TERBUTALINE 5MG/2ML SOL INHAL,NULL
PARACETAMOL 1 G CPR,NULL
AMOXICILLINE 2G PDRE SOL INJ IV,NULL
BUDESONIDE 1MG/2ML SUSP INHAL,NULL
BUDESONIDE 0.5MG/2ML SUSP INHAL,NULL
BUDESONIDE 200MICROG PDR INHAL,NULL
BUDESONIDE 400MICROG PDR INHAL,NULL
FAMOTIDINE 20 MG COMPRIME,NULL
FAMOTIDINE 40 MG COMPRIME,NULL
CHLORMADINONE 5 MG COMPRIME,NULL
IRBESARTAN 150MG + HCTZ 12.5MG CPR,NULL
IRBESARTAN 300MG + HCTZ 12.5MG CPR,NULL
PANTOPRAZOLE 40MG PDR SOL INJ,NULL
ETIDRONATE 200 MG COMPRIME,NULL
HYDROCORTISONE 0.5% CREME,NULL
VALSARTAN 160MG + HCTZ 12.5MG CPR,NULL
LEVOFOLINATE CALCIQUE 100MG PDRE INJ,NULL
LEVOFOLINATE CALCIQUE 50MG PDRE INJ,NULL
LEVOFOLINATE CALCIQUE 175MG PDRE INJ,NULL
LEVOFOLINATE CALCIQUE 25 MG PDRE INJ,NULL
LEVOFOLINATE CALCIQUE 10MG/ML SOLINJ,NULL
OFLOXACINE 200MG/40ML SOL PERF,NULL
ESTRADIOL 37.5MCG/24H DISP BIHEBDO,NULL
LIDOCAINE 20MG/ML NORADRENALINEE 1.8,NULL
SALICYLIQUE ACIDE 0.1% COLLYRE SOL,NULL
ALFACALCIDOL 1MCG CAPSULE,NULL
ALFACALCIDOL 0.25MCG CAPSULE,NULL
IPRATROPIUM 0.25MG/1ML SOL INHAL NEB,NULL
CIPROFLOXACINE 250 MG COMPRIME,NULL
PHOLCODINE 0.06% SIROP ENFT,NULL
SPIRAMYCINE 0.75MUI +METRO 125MG CPR,NULL
NAPROXENE 275 MG COMPRIME,NULL
NOMEGESTROL 5 MG COMPRIME,NULL
OLMESARTAN 40 MG COMPRIME,NULL
OLMESARTAN 20 MG COMPRIME,NULL
OLMESARTAN 10 MG COMPRIME,NULL
NEBIVOLOL 5 MG COMPRIME,NULL
TRAMADOL 100MG/ML SOL BUV,NULL
CLINDAMYCINE 1% SOL APPL LOCALE,NULL
CHLORMADINONE 10 MG COMPRIME,NULL
CHLORMADINONE 2 MG COMPRIME,NULL
IBUPROFENE 100 MG COMPRIME,NULL
AMISULPRIDE 100 MG COMPRIME,NULL
CIPROFLOXACINE 750 MG COMPRIME,NULL
ENALAPRIL 20MG + HCTZ 12.5MG CPR,NULL
PREDNISONE 20MG COMPRIME,NULL
FLUMAZENIL 0.1MG/1ML SOL INJ,NULL
AMOXICILLINE 1G + CLAVULANATE INJ,NULL
CARVEDILOL 12.5 MG COMPRIME,NULL
CARVEDILOL 6.25 MG COMPRIME,NULL
METACYCLINE 300 MG GELULE,NULL
ECONAZOLE LP 150 MG OVULE,NULL
RAMIPRIL 1.25 MG GELULE,NULL
RAMIPRIL 2.5 MG GELULE,NULL
RAMIPRIL 5 MG GELULE,NULL
ALENDRONATE 10 MG COMPRIME,NULL
CEFUROXIME 125 MG COMPRIME,NULL
CEFUROXIME 500 MG COMPRIME,NULL
FLUCONAZOLE 100 MG GELULE,NULL
FLUCONAZOLE 50 MG GELULE,NULL
FLUCONAZOLE 150 MG GELULE,NULL
FLUCONAZOLE 200 MG GELULE,NULL
AMISULPRIDE 400 MG COMPRIME,NULL
GABAPENTINE 400 MG GELULE,NULL
KETOPROFENE LP 200MG CPR,NULL
ALLOPURINOL 100 MG CAPSULE,NULL
ALLOPURINOL 200 MG CAPSULE,NULL
ALLOPURINOL 300 MG CAPSULE,NULL
CLOMIPRAMINE 25 MG GELULE,NULL
IBUPROFENE 200 MG GELULE,NULL
MEBEVERINE 200 MG COMPRIME,NULL
MINOCYCLINE 100 MG GELULE,NULL
NAFTIDROFURYL 200 MG COMPRIME,NULL
MITOXANTRONE 2MG/ML SOL PERF,NULL
THIOCOLCHICOSIDE 4 MG GELULE,NULL
TRAMADOL LP 100 MG COMPRIME,NULL
TRAMADOL LP 200 MG COMPRIME,NULL
TRAMADOL LP 150 MG COMPRIME,NULL
TRAMADOL 50 MG COMPRIME,NULL
LEVOBUPIVACAINE 5MG/ML SOL INJ,NULL
LEVOBUPIVACAINE 2.5 MG SOL INJ,NULL
LOPERAMIDE 2MG LYOPHILISAT ORAL,NULL
TROXERUTINE 3500MG/7ML SOL BUV,NULL
VERAPAMIL LP 240 MG GELULE LP,NULL
EPOETINE ALFA 10 000UI/ML SOL INJ,NULL
GABAPENTINE 100 MG GELULE,NULL
GABAPENTINE 300 MG GELULE,NULL
GABAPENTINE 600 MG COMPRIME,NULL
SALBUTAMOL 100MCG/DOSE PDR INH,NULL
IVERMECTINE 3 MG COMPRIME,NULL
EPOETINE ALFA 40 000 UI/ML SOL INJ,NULL
DACARBAZINE 100 MG PDRE INJ,NULL
DEXTROPROP 27MG PARACET CAFEINE CPR,NULL
AZATHIOPRINE 25 MG COMPRIME,NULL
METHOTREXATE 2.5 MG COMPRIME,NULL
CLADRIBINE 10MG/10ML SOL INJ,NULL
VINORELBINE 10MG/ML SOL INJ,NULL
ETOPOSIDE 50 MG CAPSULE,NULL
ADALIMUMAB 40MG/0.8ML SOL INJ,NULL
FLUOXETINE 20 MG COMPRIME,NULL
MEBEVERINE 100 MG CAPSULE MOLLE,NULL
TAMIFLU 30MG GELULE,ROCHE
PIROXICAM 20 MG COMPRIME,NULL
TAMIFLU 45MG GELULE,ROCHE
PARACETAMOL 500 MG GELULE,NULL
PIROXICAM 20 MG COMPRIME DISP,NULL
LIDOCAINE 5MG/ML INJ FL 20ML,NULL
LIDOCAINE 10MG/ML INJ 20 ML,NULL
LIDOCAINE 20MG/ML INJ SS CONSER FL20,NULL
PARACETAMOL 500 MG PDR SOL BUV SAC,NULL
ANASTROZOLE 1 MG COMPRIME,NULL
LODOXAMIDE 0.1% COLLYRE UNIDOSE,NULL
TIMOLOL 0.25% COLLYRE SS CONS UNID,NULL
TIMOLOL 0.5% COLLYRE SS CONS UNID,NULL
DOXORUBICINE LIPOSOM 2MG/ML SUSP INJ,NULL
BICALUTAMIDE 50 MG COMPRIME,NULL
PERGOLIDE 0.05 MG COMPRIME,NULL
PERGOLIDE 0.25 MG COMPRIME,NULL
DAUNORUBICINE 20 MG PDRE INJ,NULL
CYCLOPHOSPHAMIDE 1000MG PDRE INJ,NULL
EPIRUBICINE 2MG/ML SOL INJ,NULL
HYDROXYCARBAMIDE 500 MG GELULE,NULL
RITUXIMAB 10 MG/ML SOL INJ,NULL
CICLOSPORINE 100 MG CAPSULE MOLLE,NULL
CICLOSPORINE 25 MG CAPSULE MOLLE,NULL
CICLOSPORINE 50 MG CAPSULE MOLLE,NULL
CICLOSPORINE 100 MG/ML SOL BUV,NULL
CICLOSPORINE 50 MG/ML SOL INJ,NULL
DOCETAXEL 20MG/ML SOL INJ,NULL
CALCIUM CHLORURE 10% SOL INJ,NULL
EPOPROSTENOL 0.5MG PDR INJ,NULL
EPOPROSTENOL 1.5MG PDR INJ,NULL
HEPARINE SODIQUE 5000 UI/ML SOL INJ,NULL
TRAMADOL 50 MG/ML SOL INJ,NULL
CALCIUM 500MG CPR EFF,NULL
ACETYLCYSTEINE 200MG CPR EFF,NULL
ACETYLCYSTEINE 200 MG PDR ORAL,NULL
CIMETIDINE 800 MG COMPRIME EFF,NULL
CEFUROXIME ARW 500MG CPR,ARROW GENERIQUES
MAGNESIUM HYDROXYDE 90% PDR SUSP BUV,NULL
AZELASTINE 0.1 % SOL NASALE,NULL
IBUPROFENE 200 MG CAPSULE MOLLE,NULL
PAMIDRONATE 15MG/5ML SOL INJ PERF,NULL
CEFUROXIME ARW 250MG CPR,ARROW GENERIQUES
IBANDRONATE 1 MG/ML SOL INJ,NULL
CLODRONATE 800 MG COMPRIME,NULL
CLODRONATE 300MG/5ML SOL INJ,NULL
THICOLCHICOSIDE 2MG/ML SOL INJ,NULL
ALENDRONATE 70 MG COMPRIME,NULL
MELOXICAM 15 MG COMPRIME,NULL
MELOXICAM 7.5 MG COMPRIME,NULL
OXYMETAZOLINE 0.05% SOL PULV NASALE,NULL
DEXTROMETHORPHANE 0.2G/100ML SP AD,NULL
BECLOMETASONE 50MICROG SOL INH,NULL
DARBEPOETINE ALFA 25MCG/ML SOL INJ,NULL
DARBEPOETINE ALFA 40MCG/0.4ML SER,NULL
DARBEPOETINE ALFA 500MCG/ML SER,NULL
DARBEPOETINE ALFA 40MCG/0.4ML STYLO,NULL
AMPHOTERICINE B 5MG/ML SUSP INJ,NULL
ISOFLURANE 250 ML LIQUIDE INHAL VAP,NULL
GINKGO BILOBA 40 MG COMPRIME,NULL
APOMORPHINE 10 MG/ML SOL INJ,NULL
ACETYLSALICYLIQUE ACIDE 1G PDR INJ,NULL
ACETYLSALICYLIQUE ACIDE 500MG INJ,NULL
RAMIPRIL 10 MG COMPRIME,NULL
RAMIPRIL 1.25 MG COMPRIME,NULL
RAMIPRIL 2.5 MG COMPRIME,NULL
RAMIPRIL 5 MG COMPRIME,NULL
HYDROXYZINE 100MG/2ML SOL INJ,NULL
BETAHISTINE 24 MG COMPRIME,NULL
MEPIVACAINE 10MG/ML INJ AMP 20ML,NULL
URAPIDIL 25 MG/5 ML SOL INJ,NULL
CYPROTERONE 100 MG COMPRIME,NULL
POVIDONE IODEE 10 % SOL VAGINALE,NULL
PARACETAMOL 600 MG SUPPOSITOIRE,NULL
POVIDONE IODEE 10 % GEL,NULL
VALPROATE DE SODIUM 400MG/4ML SOLINJ,NULL
ALFACALCIDOL 2MCG/ML SOL INJ,NULL
ESTRADIOL 0.1% GEL CUTANEE,NULL
GLIMEPIRIDE 1 MG COMPRIME,NULL
GLIMEPIRIDE 2 MG COMPRIME,NULL
GLIMEPIRIDE 3 MG COMPRIME,NULL
GLIMEPIRIDE 4 MG COMPRIME,NULL
METOCLOPRAMIDE 100MG/5ML SOL INJ,NULL
FLUOR ELEMENT 0.75 MG COMPRIME,NULL
FLUOR ELEMENT 0.25 MG COMPRIME,NULL
ORNITHINE 10 G PDR SOL BUV,NULL
PIPAMPERONE 40MG/ML SOL BUV,NULL
LIDOCAINE 2.5%+PRILOCAINE 2.5% CREME,NULL
TOPIRAMATE 100 MG COMPRIME,NULL
TOPIRAMATE 200 MG COMPRIME,NULL
TOPIRAMATE 50 MG COMPRIME,NULL
TRIMEBUTINE 200 MG COMPRIME,NULL
HALOPERIDOL 2 MG/ML SOL BUV,NULL
SUMATRIPTAN 50 MG COMPRIME,NULL
ZOPICLONE 3.75 MG COMPRIME,NULL
LAMOTRIGINE 100 MG COMPRIME DISP,NULL
LAMOTRIGINE 2 MG COMPRIME DISP,NULL
LAMOTRIGINE 200 MG COMPRIME DISP,NULL
LAMOTRIGINE 5 MG COMPRIME DISP,NULL
CHLORPROMAZINE 4 % SOL BUV,NULL
LOXAPINE 25MG/ML SOL BUV GOUTTES,NULL
FLUPHENAZINE 25MG/ML SOL INJ IM,NULL
MORPHINE CHL 1MG/ML PERIDURALE,NULL
MORPHINE CHL 40MG/ML SC IV POMPE,NULL
BETHANECHOL 25 MG COMPRIME,NULL
ROPIVACAINE 10 MG/ML INJ AMP 20ML,NULL
ROPIVACAINE 7.5 MG/ML INJ AMP 20ML,NULL
ROPIVACAINE 2 MG/ML INJ AMP 20ML,NULL
NEOSTIGMINE 15 MG COMPRIME,NULL
NEOSTIGMINE 0.5 MG/ML SOL INJ,NULL
PROPERICIAZINE 4 % SOL BUV,NULL
LITHIUM GLUCONATE 1G/5ML SOL BUV,NULL
GABAPENTINE 800 MG COMPRIME,NULL
MIRTAZAPINE 15 MG COMPRIME,NULL
LEVOMEPROMAZINE 4 % SOL BUV,NULL
PARACETAMOL 10 MG/ML SOL INJ,NULL
PIPOTIAZINE 25 MG/ML SOL INJ,NULL
LIDOCAINE 12.5 % SOL DENT,NULL
ALFENTANIL 1MG/2ML SOL INJ,NULL
RISPERIDONE 0.1 % SOL BUV,NULL
RISPERIDONE 1 MG COMPRIME,NULL
RISPERIDONE 2 MG COMPRIME,NULL
RISPERIDONE 4 MG COMPRIME,NULL
SEVOFLURANE 1 ML/ML LIQUIDE INHAL,NULL
BUPRENORPHINE 0.4 MG COMPRIME SUB,NULL
BUPRENORPHINE 2 MG COMPRIME SUB,NULL
BUPRENORPHINE 8 MG COMPRIME SUB,NULL
TRAMADOL 100 MG COMPRIME EFF,NULL
FELBAMATE 600 MG/5ML SUSP BUV,NULL
LORAZEPAM 1 MG COMPRIME,NULL
CYAMEMAZINE 4 % SOL BUV,NULL
CLORAZEPATE 50 MG/2.5ML PDR SOLV INJ,NULL
OXCARBAZEPINE 150 MG COMPRIME,NULL
OXCARBAZEPINE 300 MG COMPRIME,NULL
OXCARBAZEPINE 600 MG COMPRIME,NULL
LIDOCAINE 5% SOL PULV BUCCALE,NULL
LIDOCAINE 30MG/ML NORADRENALINEE 1.8,NULL
SERTRALINE 25 MG GELULE,NULL
SERTRALINE 50 MG GELULE,NULL
LEVONORGESTREL 1.5 MG COMPRIME,NULL
ESTRADIOL 0.06 % GEL CUTANEE,NULL
SERENOA REPENS EXTRAIT 160MG GELULE,NULL
ACETAZOLAMIDE 500 MG PDR INJ,NULL
DEXAMETHASONE 1 MG/ML COLLYRE,NULL
FLUORESCEINE 10G/100ML INJ AMP 5 ML,NULL
CARBOMERE 974P 0.3 % GEL OPHT,NULL
CARBOMERE 974P 0.3 % GEL OPHT UNID,NULL
HOMATROPINE 1 % COLLYRE,NULL
CARBOMERE 980 0.13 % COLLYRE,NULL
PYGEUM AFRICANUM EXTRAIT 50MG CAPS,NULL
ATOSIBAN 7.5 MG/ML SOL INJ,NULL
SPIRAMYCINE 1.5MUI+METRONIDAZOLE CPR,NULL
ALFUZOSINE LP 10 MG COMPRIME LP,NULL
ADRENALINE 0.25MG/ML INJ AMP IV SC,NULL
ADRENALINE 0.5MG/ML INJ AMP IV SC,NULL
AMLODIPINE 10 MG GELULE,NULL
AMLODIPINE 5 MG GELULE,NULL
DEXRAZOXANE 500 MG PDR INJ,NULL
BISOPROLOL 3.75 MG COMPRIME,NULL
BISOPROLOL 7.5 MG COMPRIME,NULL
NIFEDIPINE LP 30MG CPR,NULL
PERINDOPRIL ERBUMINE 2 MG COMPRIME,NULL
LOSARTAN 100 MG COMPRIME,NULL
LOSARTAN 50 MG COMPRIME,NULL
FELODIPINE LP 5 MG COMPRIME LP,NULL
FOSINOPRIL 20 MG COMPRIME,NULL
FOSINOPRIL 10 MG COMPRIME,NULL
CARVEDILOL 25 MG COMPRIME,NULL
NICARDIPINE 10 MG/10 ML SOL INJ,NULL
ISOTRETINOINE 40MG CAPSULE MOLLE,NULL
FOLINIQUE ACIDE 50 MG/ML SOL INJ,NULL
NALOXONE 0.4 MG/ML SOL INJ,NULL
NALOXONE 0.04 MG/2 ML SOL INJ,NULL
ONDANSETRON 4 MG COMPRIME,NULL
ONDANSETRON 8 MG COMPRIME,NULL
ONDANSETRON 2 MG/ML SOL INJ,NULL
GLICLAZIDE LM 30 MG CPR,NULL
PINAVERIUM 100 MG COMPRIME,NULL
PINAVERIUM 50 MG COMPRIME,NULL
LEVOFLOXACINE 5 MG/ML SOL PERF,NULL
BUDESONIDE 3 MG GELULE,NULL
FAMOTIDINE 10 MG COMPRIME,NULL
MESALAZINE 500 MG SUPPOSITOIRE,NULL
BEVACIZUMAB 25 MG/ML SOL INJ,NULL
DOXORUBICINE 150 MG PDR INJ,NULL
ANAGRELIDE 0.5 MG GELULE,NULL
AZITHROMYCINE 250 MG COMPRIME,NULL
AZITHROMYCINE 40 MG/ML PDR SUSP BUV,NULL
CEFUROXIME 125MG GRL SUSP BUV SACHET,NULL
CEFUROXIME 125MG/5ML GRL SUSP BUV FL,NULL
TAZAROTENE 0.1 % GEL,NULL
LEVOCETIRIZINE 5 MG COMPRIME,NULL
TRAMADOL 50 MG COMPRIME ORODIS,NULL
ENFUVIRTIDE 90MG/ML PDR SOLV SOL INJ,NULL
ZIDOVUDINE 100 MG/10 ML SOL BUV,NULL
INTERFERON ALFA 2B 10 MUI/ML SOL INJ,NULL
INTERFERON ALFA 2B 6 MUI/ML SOL INJ,NULL
INTERFERON ALFA 2B 25 MUI/ML SOL INJ,NULL
INTERFERON ALFA 2B 50 MUI/MLSOL  INJ,NULL
PEGINTERFERON ALFA 2B 100MCG SOL INJ,NULL
PEGINTERFERON ALFA 2B 120MCG SOL INJ,NULL
PEGINTERFERON ALFA 2B 150MCG SOL INJ,NULL
PEGINTERFERON ALFA 2B 50MCG SOL INJ,NULL
PEGINTERFERON ALFA 2B 80MCG SOL INJ,NULL
MEQUITAZINE 5 MG COMPRIME,NULL
BECLOMETASONE 100MICROG SOL INH,NULL
DIFLUCORTOLONE 0.1 % POMMADE,NULL
NETILMICINE 100 MG/ML SOL INJ,NULL
NETILMICINE 25 MG/ML SOL INJ,NULL
CEFADROXIL 1 G COMPRIME DISP,NULL
GRANISETRON 1 MG COMPRIME,NULL
GRANISETRON 2 MG COMPRIME,NULL
PIPERACILLINE 2G + TAZOBACTAM INJ,NULL
PIPERACILLINE 4G + TAZOBACTAM INJ,NULL
FEXOFENADINE 120 MG COMPRIME,NULL
FEXOFENADINE 180 MG COMPRIME,NULL
PIRARUBICINE 2MG/ML PDR SOLV SOL INJ,NULL
ALIMEMAZINE 4 % SOL BUV GOUTTES,NULL
IMIPENEME CIL 500/500MG PDR INJ,NULL
DILTIAZEM 25 MG PDRE INJ,NULL
IOPENTOL 300MG D'IODE/ML SOL INJ,NULL
IOPENTOL 350 MG D'IODE/ML SOL INJ,NULL
IOXAGLATE 200 MG D'IODE/ML SOL INJ,NULL
IOXAGLATE 320 MG D'IODE/ML SOL INJ,NULL
TRIAMCINOLONE RETARD 40MG/ML INJ,NULL
TELITHROMYCINE 400 MG COMPRIME,NULL
KETOCONAZOLE 2 % GEL UNIDOSE,NULL
IOXITALAMATE 350MG D'IODE/ML SOL INJ,NULL
IOXITALAMATE 300MG D'IODE/ML BUV/REC,NULL
RASBURICASE 1.5MG PDR SOLV PERF,NULL
FUSIDIQUE ACIDE 50MG/ML SUSP BUV,NULL
AMPHOTERICINE B 10 % SUSP BUV,NULL
CEFTAZIDIME 1G PDR SOL INJ IM IV,NULL
CEFTAZIDIME 250MG PDR SOL INJ IM IV,NULL
CEFTAZIDIME 500MG PDR SOL INJ IM IV,NULL
GLUCAGON HUMAIN 1MG PDR INJ,NULL
CALCIPOTRIOL 50MICROG/G CREME,NULL
CALCIPOTRIOL 50MICROG/ML SOL CHEVEUX,NULL
CLINDAMYCINE 150MG/ML SOL INJ,NULL
FENOTEROL + IPRATROPIUM PDR INHAL,NULL
LORATADINE 10 MG COMPRIME,NULL
LORATADINE 0.1G/100 ML SIROP,NULL
CALCIUM 1G CPR EFF,NULL
CALCIUM 1G + COLECALCIFEROL 800UI CP,NULL
CALCIUM GLUCONATE 10% SOL BUV,NULL
CALCIUM 600MG COLECALCIFEROL CPR,NULL
CASPOFUNGINE 50 MG PDR SOL PERF,NULL
CEFAMANDOLE 750MG PDR SOL INJ IM IV,NULL
CEFAZOLINE 2 G PDR INJ,NULL
CODEINE 0.1% SIROP,NULL
BETAMETHASONE 4MG/1ML SOL INJ,NULL
THEOPHYLLINE 1 % SIROP,NULL
FLUOROURACILE 5 % CREME,NULL
MESNA 100MG/ML SOL INJ,NULL
DEFEROXAMINE 100 MG/ML PDR INJ,NULL
AMIFOSTINE 50 MG/ML PDR INJ,NULL
OMEPRAZOLE 40MG PDR SOL PERF,NULL
MOXONIDINE 0.2 MG COMPRIME,NULL
GADOTERIDOL 279.3 MG/ML SOL INJ,NULL
MOXONIDINE 0.4 MG COMPRIME,NULL
SCOPOLAMINE 0.5 MG/2ML SOL INJ,NULL
UBIDECARENONE 50 MG GELULE,NULL
INSULINE HUMAINE RAPIDE 100UI/ML,NULL
INSULINE HUMAINE INTERM 100UI/ML INJ,NULL
INSULINE HUMAIN DEBUT RAPID 100UI/ML,NULL
INSULINE LISPRO RAPIDE 100UI/ML,NULL
INSULINE LISPRO DEBUT RAPIDE INJ,NULL
INSULINE ASPART RAPIDE 100IU/ML,NULL
INSULINE ASPART INTERM RAPIDE INJ,NULL
INSULINE GLARGINE LENTE 100UI/ML,NULL
CALCIUM GLUBIONATE 0.87% SOL INJ,NULL
SALBUTAMOL 5MG/2.5ML SOL INHAL,NULL
SALBUTAMOL 2.5 MG/2.5ML SOL INHAL,NULL
FORMOTEROL 12 MCGR/DOSE PDR INHAL,NULL
PYRIDOXINE 250MG/5ML SOL INJ,NULL
FLUTICASONE 100MCGR SALMETEROL 50MCG,NULL
FLUTICASONE 250MCGR SALMETEROL 50MCG,NULL
FLUTICASONE  SALMETEROL 500/50 INH,NULL
POTASSIUM GLUCONATE 15 % SIROP,NULL
SOMATOSTATINE BASE 0.25MG SOL INJ,NULL
BETAMETHASONE 5.7MG/1ML SUSP INJ,NULL
PREDNISOLONE 5 MG COMPRIME EFF,NULL
PREDNISONE 1MG COMPRIME,NULL
PROPYLTHIOURACILE 50 MG COMPRIME,NULL
DEXTROMETHORPHANE 0.15G/100ML SPENF,NULL
DEXTROMETHORPHANE 0.133G/100ML SPAD,NULL
BENZATHINE BENZYLPENI 0.6MUI PDR INJ,NULL
CEFIXIME 200 MG COMPRIME,NULL
AMOXICILLINE 1G CLAVULANATE 100MG,NULL
AMOXICILLINE 2G + CLAVULANATE INJ,NULL
AMOXICILLINE 500MG CLAVULANATE INJ,NULL
CEFPODOXIME 100 MG COMPRIME,NULL
SPIRAMYCINE 3 MUI COMPRIME,NULL
ROXITHROMYCINE 50MG CPR SUSP BUV,NULL
AMIKACINE 50 MG/ML SOL INJ,NULL
CIPROFLOXACINE 200MG/100ML SOL INJ,NULL
FOSFOMYCINE 3G GRL SOL BUV,NULL
ERYTHROMYCINE + SULFAFURAZOLE SIROP,NULL
FLUCONAZOLE 50MG/5ML PDR ORALE,NULL
ITRACONAZOLE 100 MG GELULE,NULL
TERBINAFINE 1 % CREME,NULL
TERBINAFINE 1% SOL APPL CUTANEE,NULL
TERBINAFINE 250MG COMPRIME,NULL
CALCITRIOL 3MICROG/G POMMADE,NULL
TACALCITOL 4MCG/G POMMADE,NULL
HYDROCORTISONE ACEPONATE 0.127% CR,NULL
